,0
7944,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?
7945,Robot security guards now patrolling Microsoft's Silicon Valley campus
7946,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls"
7947,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports"
7948,Luke Somers 'killed in failed rescue attempt in Yemen'
7949,Government fires employee who skipped work for 24 years
7950,NYC relaxes response to marijuana possession
7951,Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO
7952,Christian Bale won't play Steve Jobs
7953,Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed
7954,Indian worker sacked after going on leave for 24 years
7955,'Jihadi John' named as Mohammed Emwazi from London
7956,Audio may have captured Michael Brown shooting
7957,"Boko Haram claims to have German hostage, denies ceasefire"
7958,IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA
7959,Mexican students not among bodies found in mass graves
7960,Michael Phelps’ alleged girlfriend says she was born intersex
7961,Nigerians doubtful of girls' release after Boko Haram 'truce' breached
7962,"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau"
7963,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters
7964,Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo
7965,Apple Watch battery will require nightly charging
7966,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair
7967,Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates
7968,The Apple Watch's battery life will reportedly be just like any other smartwatch
7969,Islamic State militants claim to behead missing American journalist
7970,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram
7971,Michael Brown shooting audio caught on tape?
7972,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming
7973,"Are missing students in mass graves found near Iguala, Mexico?"
7974,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq
7975,Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex
7976,New Audio Recording From Ferguson May Capture Michael Brown Shooting
7977,"UPDATE: Soldier, gunman who died in Ottawa rampage identified"
7978,YPG Confirms: Gill Rosenberg Not Captured in Kobani
7979,"Yemen says U.S. man freed, sister says he’s dead"
7980,Terrorism fears rise amid reports of stolen jetliners
7981,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged"
7982,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims"
7983,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All"
7984,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’
7985,"Why the Gold Apple Watch Edition Must Cost $10,000"
7986,Kim Jong-un 'so fat he has fractured his ankles'
7987,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews"
7988,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey"
7989,American hostage killed in rescue attempt in Yemen - senior official
7990,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.
7991,Lebanon 'holding IS leader's daughter and ex-wife'
7992,"ISIS beheads American photo-journalist James Wright Foley, threatens more to come"
7993,Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls
7994,Mexican investigators fear mass grave might hold 43 missing students
7995,DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’
7996,"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says"
7997,Mohammed Islam Denies Making $72 Million From Stock Market Trading
7998,British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley
7999,Reports: Islamic State uses chlorine gas against Iraqi forces
8000,Fence-jumper made it farther in White House than Secret Service let on
8001,Is Kim Jong-Un Really Opening a Restaurant in Scotland?
8002,Doubts cast over Nicaragua meteorite claim
8003,"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans"
8004,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease
8005,Amazon.com to open first physical store in Manhattan: DJ
8006,'Jihadi John': Isis fighter named as Mohammed Emwazi from west London
8007,Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish'
8008,"Hostage David Haines' Murder 'Evil', PM Says"
8009,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police
8010,Jihadi John ‘identified as British man from West London’
8011,Vice CEO Throws Down $300K on Lavish Vegas Dinner
8012,Homeland Security: No ISIL fighters on U.S. border
8013,Priest who died for 48 minutes says he met God and she’s a woman
8014,Missing Mexico students not among 28 bodies found in mass grave
8015,NET Extra: Back-from-the-dead Catholic priest claims God is a female...
8016,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera
8017,A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014
8018,Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue
8019,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials 
8020,See the Crater a Meteorite Made in Nicaragua
8021,Pumpkin Spice condoms? Don't fall for this hoax.
8022,7 Bosnian teens get pregnant on school trip
8023,Audio may have captured Michael Brown shooting
8024,India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes
8025,No One In North Korea Is Allowed To Share Kim Jong Un's Name
8026,WHO investigates media reports ISIS fighters contracted Ebola
8027,"So, There Might Be a Rat Infestation at Vogue"
8028,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set
8029,"Meet Magneto Boy, the kid who attracts metal with his body"
8030,Journalist James Wright Foley reportedly beheaded by ISIS
8031,"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?"
8032,"Despite ceasefire announcement, new Boko Haram attacks reported"
8033,"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria"
8034,Kim Jong-un: obese leader 'fractured both ankles'
8035,"Catholic priest dies for 48 mins, wakes up claiming God is a woman"
8036,Boko Haram denies truce to release kidnapped schoolgirls
8037,The Case of the Stolen Batmobile Has Been Solved
8038,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot
8039,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'"
8040,Apple in talks to become launch partner for cable-free HBO Now service
8041,London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley
8042,Bunbury local discovered a spider had burrowed under his skin on Bali holiday
8043,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported
8044,Isis tells mother on rescue mission :’You’ve just eaten your son’
8045,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms"
8046,Obama: murder of James Foley 'shocks the conscience of the entire world'
8047,Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley
8048,Son pays off his parents' mortgage in a heartwarming Christmas video
8049,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera
8050,Islamic State Declares Captured Aid Worker to be 'Innocent'
8051,Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola
8052,Man who SLAPS people if they sneeze in public being hunted by police
8053,Predator drones being flown over Isil's Syrian 'capital'
8054,Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo
8055,Seth Rogen Is Woz
8056,"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well"
8057,"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say"
8058,ISIL Beheads American Photojournalist in Iraq
8059,IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA
8060,ISIS Militant “Jihadi John” Identified As Young West Londoner
8061,Cheese blamed for North Korean leader Kim Jong-un's broken ankles
8062,WTC rats scare off Anna Wintour
8063,Has North Korean dictator Kim Jong-un been replaced by his sister?
8064,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist
8065,Nigeria and Boko Haram 'agree ceasefire and girls' release'
8066,Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen'
8067,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews"
8068,Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home
8069,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?)
8070,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy
8071,Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border
8072,"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven"
8073,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE
8074,Reports: Boko Haram may release schoolgirls as part of deal
8075,Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO]
8076,"North Korea ordered citizens named Kim Jong Un to change their names, says new report"
8077,Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo
8078,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’
8079,The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?
8080,British Man Slaps People If They Sneeze In Public
8081,NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!
8082,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports"
8083,Boko Haram denies ceasefire claim by Nigeria's government
8084,"Audio captured at time of Michael Brown shooting, company says"
8085,Purported ISIS claim: Jordan airstrike kills female US hostage
8086,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic
8087,Attorney: New audio reveals pause in gunfire when Michael Brown was shot
8088,"Nigeria's missing girls 'to be released by Boko Haram', government aide claims"
8089,Jordan king cites Clint Eastwood in revenge vow
8090,"Audio captured at time of Michael Brown shooting, company says"
8091,Durex is not confirming or denying rumors of a “pumpkin spice” condom
8092,Batman Set To Play Steve Jobs In Upcoming Biopic
8093,CNN Airs Alleged Audio from Michael Brown Shooting
8094,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria
8095,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure
8096,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic
8097,Sick Mum Sedated After Trying To Eat Baby
8098,"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament"
8099,Fence-jumper ran through much of main floor of White House: report
8100,ISIS cracks down on five confirmed Ebola cases among fighters: official
8101,Vogue’s Rat Infestation: Disturbing New Details
8102,NET Extra: Back-from-the-dead Catholic priest claims God is a female...
8103,"Apple Watch Gold Edition may cost as much as $5,000"
8104,Airport worker strips naked at security scanner in protest against guards
8105,Russians Bag Better Bigfoot Footage
8106,Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls
8107,Nicaragua Meteorite Impact Theory May Be Meteor-wrong
8108,Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?
8109,"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace"
8110,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’
8111,Hope Fades for Girls' Release After Boko Haram 'Truce' Breached
8112,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings
8113,Amazon's first brick-and-mortar store said to open in Manhattan
8114,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy
8115,For sale: Tiger's former island in Sweden
8116,Big Bank Hank of The Sugarhill Gang is dead at 57
8117,Amazon plans a streaming-video alternative
8118,Audio of gunfire in Michael Brown case authenticated by app company
8119,Google Grows With $1.6 Billion in California Office Deals
8120,YPG Confirms: Gill Rosenberg Not Captured in Kobani
8121,'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria
8122,Islamic State killer 'Jihadi John' named as Mohammed Emwazi
8123,Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants
8124,NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story
8125,Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite
8126,Michael Brown shooting audio caught on tape?
8127,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?
8128,Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook
8129,America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere
8130,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan
